,Unnamed: 0,id,price,heading,link,make,model,odometer_km,year,colour,location,engine_power_max_kW,engine_size_l,engine_fuel_type,engine_fuel_tank_l,engine_transmission,performace_0_to_100_s,performace_speed_max_kmph,economy_fuel_consumption_lpkm,economy_fuel_range_km,economy_CO2_gpkm,safety_ABS,safety_EBD,safety_brake_assist,safety_driver_airbag,safety_passenger_airbag,safety_airbag_quantity,features_bluetooth,features_aircon,specs_doors,specs_seats,specs_kerb_weight,history_num_owners,options,description,img_link
64,402,402,84900.0,2015 Datsun Go 1.2 Lux for sale in Western Cape,www.cars.co.za/for-sale/used/2015-Datsun-Go-1.2-Lux-Western-Cape-Knysna/5402483/,datsun,datsun go,31000.0,2015.0,silver,western cape,50.0,1.2,p,35.0,m,13.3,161.0,5.2,673.0,123.0,False,False,False,False,False,,False,True,5.0,5.0,788.0,,"
Aircon, Air bags, Alarm, Full service record, Radio ",Brilliant Condition Very very well looked after and well maintainedTyres are all exellent ConditionExtanded warranty and various other plans optional availableTrade inns welcome delivery country wideFinance availableContact Nico @ 0731888873,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5402483.jpg?v=3075759146
65,403,403,84990.0,2011 Renault Sandero 1.6 Stepway for sale in Western Cape,www.cars.co.za/for-sale/used/2011-Renault-Sandero-1.6-Stepway-Western-Cape-Brackenfell/4704557/,renault,renault sandero,203183.0,2011.0,silver,western cape,64.0,1.6,p,50.0,m,11.5,175.0,7.5,667.0,180.0,True,True,False,True,True,2.0,False,True,5.0,5.0,1048.0,,"
Aircon, Electric Windows, Air bags, Alarm, Radio, ABS ","2011 Renault Sandero 1.6 Stepway.Good Condition, Service History, Trade-Ins Welcome, Finance Available.BESSIE BESTER MOTORS.co.zaFor Good Clean Used VehiclesOld Paarl Road BrackenfellTel:021-982 2991GPS Coordinates33.8724° S, 18.6991° ERMI / MIO / IDA MembersOn Average we have 60+ VehiclesCars / Bakkies / SUV’s / Buses / 4x4’s / Bikes We Buy / We Sell / We FinancePrivate 2 Private Auto FinanceSell your Car on consignmentTrade in’s Always WelcomeNo Deposit Deals PossibleExtended WarrantiesInsurance QuotesBank ApprovedFSP 28260We are People’s People / Open Door PolicyOwner Operated & InvolvementNo Stories.No Hidden AgendasWe want to put you in your Dream CarEffortless with a Win / Win OutcomeTalk to us We Want to Do DealsStriving to be Your Dealer of ChoiceGillmore Rhode:072-271 7255Albie Kotze :066-271 4674Bessie Bester :082-659 9177Heinie Lombard:083-234 4044Robin Fester :060-661 6885***STOCK URGENTLY REQUIRED***We Pay that Extra $$$ if it’s CLEAN!!!",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/4704557.jpg?v=4187599524
66,404,404,84990.0,2012 Nissan Micra 1.2 Visia 5dr (d81) for sale in Western Cape,www.cars.co.za/for-sale/used/2012-Nissan-Micra-1.2-Visia-5dr-d81-Western-Cape-Worcester/5397593/,nissan,nissan micra,92000.0,2012.0,silver,western cape,56.0,1.2,p,41.0,m,13.2,166.0,5.2,789.0,124.0,True,True,True,True,True,2.0,False,False,5.0,5.0,894.0,,"
-
 ",2012 NISSAN MICRA 1.2 VISIAFINANCE AVAILABLE AT ALL MAJOR BANKSWHATSAPP HENRY ON 0615022879,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5397593.jpg?v=3165175058
67,405,405,79995.0,2013 Chevrolet Spark 1.2 L 5dr for sale in Western Cape,www.cars.co.za/for-sale/used/2012-Chevrolet-Spark-1.2-L-5dr-Western-Cape-Tygervalley/5400279/,chevrolet,chevrolet spark,76716.0,2013.0,silver,western cape,60.0,1.2,p,35.0,m,13.3,164.0,5.4,648.0,129.0,True,True,False,True,True,2.0,False,True,5.0,4.0,970.0,,"
-
","Estimated monthly payment is R 1 640 over 60 months with a 10% deposit of R 8 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5400279.jpg?v=603390356
68,407,407,85000.0,2012 Ford Figo 1.4 Trend for sale in Western Cape,www.cars.co.za/for-sale/used/2012-Ford-Figo-1.4-Trend-Western-Cape-Cape-Town/5452590/,ford,ford figo,60000.0,2012.0,sea grey,western cape,62.0,1.4,p,45.0,m,13.1,169.0,6.6,682.0,156.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1090.0,,"
-
",Please contact us for a full list of features or to book your personalised test-drive today. AUDI CENTRE CAPE TOWN021-409 2900Trade-ins welcome . Come have a look or phone us for a test drive. In-house finance facilities available. Price excludes documentation and registration costs and accessories.,
69,408,408,85750.0,2013 Peugeot 208 1.2 Vti Access 5dr for sale in Western Cape,www.cars.co.za/for-sale/used/2013-Peugeot-208-1.2-Vti-Access-5dr-Western-Cape-Parow/4360788/,peugeot,peugeot 208,101000.0,2013.0,grey,western cape,60.0,1.2,p,50.0,m,12.2,175.0,4.5,1111.0,104.0,True,True,True,True,True,2.0,True,True,5.0,5.0,975.0,,"
ABS Brakes,Air Conditioning,Airbags,Auxiliary Audio Input,Central Locking,Drink Holder,Front Electric Windows,Front Wheel Drive,Manual,Multi-Function Steering,Power Steering,Radio/CD/MP3,USB Input ","Contact Mareldia 081 359 9123,J.C. 084 5709 124,Dwayne 071 771 4747 landline 021-5920943 We offer finance through all the major banks.Trade-ins welcome.www.alpenauto.co.zaCheck out our Facebook page Alpen Autohaus CC",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/4360788.jpg?v=902960982
70,409,409,85950.0,2011 Volkswagen Polo Vivo 1.4 5Dr for sale in Western Cape,www.cars.co.za/for-sale/used/2011-Volkswagen-Polo-Vivo-1.4-5Dr-Western-Cape-Cape-Town/5455992/,volkswagen,volkswagen polo vivo,145000.0,2011.0,deep black pearl,western cape,55.0,1.4,p,45.0,m,12.9,171.0,6.2,726.0,147.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1049.0,,"
-
","AM/FM stereo radio Antenna Roof-mounted antenna Driver Vanity Mirror Driver-side vanity mirror Front Wipers Intermittent wipers Fuel Door Operation Remote fuel-filler door release 4 speakers Passenger Vanity Mirror Front passenger-side vanity mirror Power Door Locks Rear-seat ventilation ducts Rear View Mirror Rear Wipers Rear window wiper Steering Wheel Adjustment We can arrange delivery to any destination in SA ,This vehicle is an absolute steal and priced to go,Come and visit our dealership for a great selection of new and used cars for sale,",
71,411,411,87950.0,2012 Volkswagen Polo Vivo 1.4 5Dr for sale in Western Cape,www.cars.co.za/for-sale/used/2012-Volkswagen-Polo-Vivo-1.4-5Dr-Western-Cape-Cape-Town/5346487/,volkswagen,volkswagen polo vivo,169500.0,2012.0,silver,western cape,55.0,1.4,p,45.0,m,12.9,171.0,6.2,726.0,147.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1049.0,,"
-
",,
72,412,412,89900.0,2011 Nissan Micra 1.2 Visia+ 5dr (d82) for sale in Western Cape,www.cars.co.za/for-sale/used/2011-Nissan-Micra-1.2-Visia-5dr-d82-Western-Cape-Mossel-Bay/5255405/,nissan,nissan micra,80000.0,2011.0,silver,western cape,56.0,1.2,p,41.0,m,13.2,166.0,5.2,789.0,124.0,True,True,True,True,True,4.0,False,True,5.0,5.0,909.0,,"
 ABS, Aircon, Air bags, Alarm, Electric Windows, Full service record ",Full service history. One owner vehicle. Very low kilometres for the year model.,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5255405.jpg?v=560873334
73,413,413,89900.0,2009 Hyundai i20 1.4 for sale in Western Cape,www.cars.co.za/for-sale/used/2009-Hyundai-i20-1.4-Western-Cape/5341831/,hyundai,hyundai i20,170726.0,2009.0,black,western cape,74.0,1.4,p,45.0,m,11.6,180.0,5.8,776.0,138.0,True,True,False,True,True,2.0,False,True,5.0,5.0,1033.0,,"
-
","Hyundai i20 1.4i 6 Speed. This vehicle boasts a full service history , only 170000 km and last service done at 164000km. Extras include, Cruise control, Smash and grab tint. Multi function steering . Very well maintained vehicle with a neat black cloth interior. 2009Fuel consumption 20km/L or 5L/100km or on highway use. Tank capacity 45L and service interval’s 15000km.FINANCE AVAILABLE WITH ALL THE MAJOR BANKS.Same day APPROVAL and DELIVERY, call us to get pre-approved.CALL US WE DO DEALS!TRADE INS WECOME.	We can bring the vehicle to you if you are a serious buyer.Call now and I will make a deal to suit your pocket! Finance available, on 2009 year models onwards.ALPINE AUTOHAUS www.alpineautohaus.co.za021-5100479 or 021-5100781SEAN HESS -- 0723877157 DANIEL VAN NEEL -- 0840344808 SEAN HERHOLDT -- 0829246997 JURIE SWART -- 0743636681",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5341831.jpg?v=242238720
74,414,414,89900.0,2017 Datsun Go 1.2 LUX (AB) for sale in Western Cape,www.cars.co.za/for-sale/used/2017-Datsun-Go-1.2-LUX-AB-Western-Cape-Milnerton/5380633/,datsun,datsun go,45536.0,2017.0,grey,western cape,50.0,1.2,p,35.0,m,13.3,161.0,5.2,673.0,123.0,False,False,False,True,False,1.0,False,True,5.0,5.0,788.0,,"
-
","Estimated monthly payment is R 1 840 over 60 months with a 10% deposit of R 8 990
at a rate of 13% (PRIME + 3%) -
Recalculate?",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5380633.jpg?v=1410526343
75,415,415,89900.0,2014 Hyundai i10 1.1 Gls for sale in Western Cape,www.cars.co.za/for-sale/used/2014-Hyundai-i10-1.1-Gls-Western-Cape-Strand/5400659/,hyundai,hyundai i10,106532.0,2014.0,metallic sleek silver,western cape,50.0,1.1,p,35.0,m,15.2,153.0,4.8,729.0,114.0,False,False,False,True,False,1.0,False,True,5.0,5.0,880.0,,"
Air Conditioner , Airbags , Power Steering , Electrical Window(front) , Central Locking , Alloy Wheels , USB Port , Bluetooth Enabled , MP3-CD , Telescope Steering , Telescopic steering , Steering Wheel Controls , Height adjustable steering , Electrical Windows (Rear) , CD/Radio , Anti-Lock Braking System , Rev Counter , Cloth Seats , Electric Mirrors , Front Fog Lights , Leather Steering Wheel  ","Estimated monthly payment is R 1 840 over 60 months with a 10% deposit of R 8 990
at a rate of 13% (PRIME + 3%) -
Recalculate?",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5400659.jpg?v=2135740201
76,416,416,89900.0,2016 TATA Indica Vista 1.4 INI Bounce for sale in Western Cape,www.cars.co.za/for-sale/used/2016-TATA-Indica-Vista-1.4-INI-Bounce-Western-Cape-Diep-River/5406113/,tata,tata indica,43251.0,2016.0,infinity blacktat912,western cape,55.0,1.4,p,44.0,m,14.0,150.0,6.7,657.0,159.0,False,False,False,False,False,,False,True,5.0,5.0,1035.0,,"
 Air Conditioner , Airbags , Power Steering , Central Locking , USB Port , MP3-CD , Height adjustable steering , Anti-Lock Braking System , Manual Windows , Rev Counter , Steel Wheels , Cloth Seats , Front Fog Lights ","Estimated monthly payment is R 1 840 over 60 months with a 10% deposit of R 8 990
at a rate of 13% (PRIME + 3%) -
Recalculate?",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5406113.jpg?v=3687950954
77,418,418,89900.0,2011 Nissan Micra 1.5 Tekna 5dr (d85) Manual for sale in Western Cape,www.cars.co.za/for-sale/used/2011-Nissan-Micra-1.5-Tekna-5dr-d85-Manual-Western-Cape-Milnerton/5444622/,nissan,nissan micra,84700.0,2011.0,grey,western cape,73.0,1.5,p,41.0,m,11.0,180.0,6.3,651.0,150.0,True,True,True,True,True,6.0,True,True,5.0,5.0,954.0,,"
-
","We are so confident in the quality of this car, we offer a 7-day/700km return policy; Vehicle features include: Smash & Grab / Bluetooth / Auxiliary / 15” Alloys // getWorth certified; finance available; nationwide delivery; Trade-ins welcome; price excludes service & delivery fee; please make an appointment to view.",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5444622.jpg?v=249080388
78,421,421,89990.0,2010 Ford Figo 1.4 Trend for sale in Western Cape,www.cars.co.za/for-sale/used/2010-Ford-Figo-1.4-Trend-Western-Cape-Brackenfell/4480313/,ford,ford figo,165203.0,2010.0,silver,western cape,62.0,1.4,p,45.0,m,13.1,169.0,6.6,682.0,156.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1090.0,,"
Aircon, Electric Windows, Air bags, Alarm ",2010 Ford Figo 1.4 Trendline.,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/4480313.jpg?v=2811453747
79,422,422,89990.0,2012 Ford Figo 1.4 Trend for sale in Western Cape,www.cars.co.za/for-sale/used/2012-Ford-Figo-1.4-Trend-Western-Cape-Bellville/5023778/,ford,ford figo,137612.0,2012.0,grey,western cape,62.0,1.4,p,45.0,m,13.1,169.0,6.6,682.0,156.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1090.0,,"
ABS, Aircon, Electric Windows, Air bags, Full service record, Radio ",A/CON P/S ABS A/BAGS C/L E/W MAGS R/CD AUX FULL SERVICE HISTORY,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5023778.jpg?v=2715766129
80,423,423,89990.0,2012 Chevrolet Spark 1.2 Ls 5dr for sale in Western Cape,www.cars.co.za/for-sale/used/2012-Chevrolet-Spark-1.2-Ls-5dr-Western-Cape-Bellville/5163259/,chevrolet,chevrolet spark,121000.0,2012.0,silver,western cape,60.0,1.2,p,35.0,m,13.3,164.0,5.4,648.0,129.0,True,True,False,True,True,2.0,False,True,5.0,4.0,970.0,,"
ABS, Aircon, Electric Windows, Air bags, Alarm, Full service record, Radio ",very light on fuel like new .,
81,424,424,89990.0,2012 Hyundai i10 1.25 Gls for sale in Western Cape,www.cars.co.za/for-sale/used/2012-Hyundai-i10-1.25-Gls-Western-Cape-Bellville/5401843/,hyundai,hyundai i10,142000.0,2012.0,silver,western cape,64.0,1.2,p,35.0,m,12.3,169.0,4.7,745.0,113.0,True,True,False,True,True,2.0,False,True,5.0,5.0,885.0,,"
ABS, Aircon, Air bags, Alarm, Full service record, Radio, Electric Windows ","bluetooth,very light on fuel,like new",
82,426,426,89995.0,2013 Opel Corsa 1.4 Essentia 5dr for sale in Western Cape,www.cars.co.za/for-sale/used/2013-Opel-Corsa-1.4-Essentia-5dr-Western-Cape-Cape-Town/2649588/,opel,opel corsa,148900.0,2013.0,silver,western cape,74.0,1.4,p,45.0,m,12.4,173.0,5.8,776.0,136.0,True,True,True,True,True,2.0,True,True,5.0,5.0,1130.0,,"
Air bags, Aircon, Radio ","We have over 120 cars in stock and offer in house finance (NO BANKS INVOLVED) you pay direct to us, for more info on this option or on any of our or vehicles please contact Geo 0822699882 or Amier 066979650 or 021-4652675",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/2649588.jpg?v=42171227
83,427,427,89995.0,2014 Peugeot 107 Urban for sale in Western Cape,www.cars.co.za/for-sale/used/2014-Peugeot-107-Urban-Western-Cape-Parow/4769187/,peugeot,peugeot 107,86000.0,2014.0,charcoal,western cape,50.0,1.0,p,35.0,m,13.5,160.0,4.3,814.0,99.0,True,True,False,True,True,4.0,False,True,5.0,4.0,830.0,,"
ABS, Air bags, Aircon, Full service record, Electric Windows, Radio ",Peugeot 107 Trendy***EXCELLENT CONDITION***Trade-ins acceptedEasy Finance availableNation wide deliveryFOR APPLICATION PLEASE BRING OR EMAIL THE FOLLOWING DOCUMENTS:# Copy of ID & Drivers License# 3 Months Bank Statements# 3 Latest Payslipsstuart@autohotspot.co.za,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/4769187.jpg?v=2345892727
84,429,429,89995.0,2008 Volkswagen Polo 1.6 Comfortline A/t for sale in Western Cape,www.cars.co.za/for-sale/used/2008-Volkswagen-Polo-1.6-Comfortline-At-Western-Cape-Cape-Town/5194035/,volkswagen,volkswagen polo,204000.0,2008.0,silver,western cape,77.0,1.6,p,45.0,a,11.3,187.0,7.4,,,True,True,True,True,True,2.0,True,True,5.0,5.0,1199.0,,"
Air bags, Aircon, Electric Windows, Radio ","This is a very reliable vehicle and drives very well , it is in a good condition inside and out. all paperwork in order and licence upto date , we have over 130 cars available for you to choose from . we also offer IN-HOUSE finance where you get to PAY DIRECTLY TO US with no banks involved (BANK FINANCE ALSO AVAILABLE)AMIER 0662979650OFFICE 0214652675",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5194035.jpg?v=1177955052
85,430,430,89995.0,2011 Peugeot 207 1.4 Vvt Active for sale in Western Cape,www.cars.co.za/for-sale/used/2011-Peugeot-207-1.4-Vvt-Active-Western-Cape-Bellville/5206317/,peugeot,peugeot 207,131600.0,2011.0,grey,western cape,70.0,1.4,p,50.0,m,12.1,185.0,5.8,862.0,135.0,True,True,True,True,True,4.0,False,True,5.0,5.0,1157.0,,"
ABS, Air bags, Alarm, Aircon, Full service record, Electric Windows, Radio ",Finance AvailableTrade Ins WelcomeCountrywide Delivery can be arrangedContact Petrie 0792752906 to arrange a test drive today !,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5206317.jpg?v=1925800632
86,431,431,93178.0,2013 Peugeot 207 1.4 Popart 5dr for sale in Western Cape,www.cars.co.za/for-sale/used/2013-Peugeot-207-1.4-Popart-5dr-Western-Cape-Tygervalley/5253357/,peugeot,peugeot 207,113000.0,2013.0,silver,western cape,54.0,1.4,p,50.0,m,16.2,167.0,6.3,794.0,145.0,True,True,True,True,True,2.0,False,True,5.0,5.0,1157.0,,"
Air Conditioner , Airbags , Power Steering , Electrical Window(front) , Central Locking , Alloy Wheels , USB Port , Electronic Brake Force Distribution (EBD) , Traction Control (ESP) , Isofix rear seats , Height adjustable steering , Emergency Brake Assist (EBA) , Electrical Windows (Rear) , CD/Radio , Anti-Lock Braking System , Rev Counter , Cloth Seats , Front Fog Lights ","Estimated monthly payment is R 1 910 over 60 months with a 10% deposit of R 9 320
at a rate of 13% (PRIME + 3%) -
Recalculate?",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5253357.jpg?v=2452874054
87,432,432,89995.0,2010 Hyundai i10 Hyundai 1.2 Gls for sale in Western Cape,www.cars.co.za/for-sale/used/2010-Hyundai-i10-Hyundai-1.2-Gls-Western-Cape-Bellville/5365871/,hyundai,hyundai i10,93000.0,2010.0,silver,western cape,55.0,1.2,p,35.0,m,12.8,163.0,5.6,625.0,132.0,False,False,False,False,False,,False,True,5.0,5.0,880.0,,"
Aircon, Air bags, Full service record, Electric Windows, Radio ","Air Conditioning,Airbags,Alloy Wheels,Electric Windows,Full Service History,Manual,Power Steering,Radio/CDBUSINESS HOURS:MON – FRI: 08:00 – 17:00SATURDAY: 09:00 – 13:00Email: gert@cheapercars.co.zaWebsite: www.cheapercars.co.zaWe do FINANCE - Requirements for finance application are:* Three months bank statements* Latest payslip* Copy of ID* Copy of Drivers Licence* Proof of addressWe welcome trade insIF YOU LIKE THIS ONE, CONTACT US TODAY!021 949 3394, 083 7099 516",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5365871.jpg?v=2927704772
88,433,433,99995.0,2014 Peugeot 107 Urban for sale in Western Cape,www.cars.co.za/for-sale/used/2014-Peugeot-107-Urban-Western-Cape-Milnerton/5367099/,peugeot,peugeot 107,38000.0,2014.0,grey / charcoal,western cape,50.0,1.0,p,35.0,m,13.5,160.0,4.3,814.0,99.0,True,True,False,True,True,4.0,False,True,5.0,4.0,830.0,,"
ABS, Aircon, Air bags, Alarm, Full service record, Radio ",AMAZING CONDITION AND VERY LOW KMS!!- No deposit Finance arranged - Country wide delivery- We welcome trade in's- Extended 2 year mechanical breakdown warranty available- Please contact George Wilson 083 303 0500- Email: george@autohausangel.co.za- Call / Whatsapp To arrange a Test Drive *price does not include on road fee's and delivery costsSaturdays 8:30 - 1.00pm See more vehicles via the link below...,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5367099.jpg?v=3872198810
89,434,434,89995.0,2014 Hyundai i10 1.1 Gls for sale in Western Cape,www.cars.co.za/for-sale/used/2014-Hyundai-i10-1.1-Gls-Western-Cape-Tokai/5370715/,hyundai,hyundai i10,60000.0,2014.0,silver,western cape,50.0,1.1,p,35.0,m,15.2,153.0,4.8,729.0,114.0,False,False,False,True,False,1.0,False,True,5.0,5.0,880.0,,"
-
","Clean 2014 Hyundai i10 1.1 GLS Motion with 60,000km and full agents service history.Air con, power steering, electric windows, great tyres, multi functional steering wheel, CD front loader etc.R89,995. Finance available. Call Devon at Pengelly Autos 021 7011986 or 0825364216 anytime. Pengelly Autos hand pick their vehicles, only buying from the owner. We do not buy from auctions, repos etc. We are a financial service provider (FSP no: 22186). Situated at 292 Main Rd, Tokai. We offer finance through all the major banks as well as offering extended warranties, insurance etc. We also accept trade ins. Website www.pengellyautos.co.za To apply for finance, please click on the finance tab on our website.",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5370715.jpg?v=3161571481
90,435,435,89995.0,2013 Renault Sandero 1.6 Stepway for sale in Western Cape,www.cars.co.za/for-sale/used/2013-Renault-Sandero-1.6-Stepway-Western-Cape-Cape-Town/5374519/,renault,renault sandero,144000.0,2013.0,black,western cape,64.0,1.6,p,50.0,m,11.5,175.0,7.5,667.0,180.0,True,True,False,True,True,2.0,False,True,5.0,5.0,1048.0,,"
Air bags, Aircon, Radio ","This is a very reliable vehicle and drives very well , it is in a good condition inside and out. all paperwork in order and licence upto date , we have over 130 cars available for you to choose from . we also offer IN-HOUSE finance where you get to PAY DIRECTLY TO US with no banks involved (BANK FINANCE ALSO AVAILABLE)AMIER 0662979650GEO 0822699882OFFICE 0214652675",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5374519.jpg?v=1353042792
91,436,436,89995.0,2010 Hyundai i10 1.2 Gls Hs for sale in Western Cape,www.cars.co.za/for-sale/used/2010-Hyundai-i10-1.2-Gls-Hs-Western-Cape-Kuils-River/5395267/,hyundai,hyundai i10,179000.0,2010.0,silver,western cape,55.0,1.2,p,35.0,m,12.8,163.0,5.6,625.0,132.0,True,True,False,True,True,2.0,False,True,5.0,5.0,880.0,,"
-
","Estimated monthly payment is R 1 840 over 60 months with a 10% deposit of R 9 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5395267.jpg?v=1605483348
92,439,439,79995.0,2014 Fiat Punto 1.4 Base Easy 5-Door for sale in Western Cape,www.cars.co.za/for-sale/used/2014-Fiat-Punto-1.4-Base-Easy-5-Door-Western-Cape-Cape-Town/5439429/,fiat,fiat punto,81105.0,2014.0,grey,western cape,57.0,1.4,p,45.0,m,13.2,165.0,5.7,790.0,132.0,True,True,False,True,True,5.0,False,True,5.0,5.0,1040.0,,"
Used 2014 Fiat Punto 1.4 Base Easy, 5door hatch, grey, 81105 km, 1368 cc engine, 57 kW. br /br /. Standard features ABS, EBS, power steering, central locking, aircon, CD player. ","Estimated monthly payment is R 1 640 over 60 months with a 10% deposit of R 8 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5439429.jpg?v=153204954
93,441,441,79995.0,2012 Hyundai i10 1.1 Gls for sale in Western Cape,www.cars.co.za/for-sale/used/2012-Hyundai-i10-1.1-Gls-Western-Cape-Paarl/5451156/,hyundai,hyundai i10,118500.0,2012.0,silver,western cape,50.0,1.1,p,35.0,m,15.2,153.0,4.8,729.0,114.0,False,False,False,True,False,1.0,False,True,5.0,5.0,880.0,,"
Aircon, Full service record, Radio ","Thank you for taking the time to view our vehicle * Contact us FOR THE BEST VEHICLE DEAL EVER * Finance available and trade ins are welcome * We deal with all the major banks and same day delivery is possible * Nationwide Delivery Available * Excluding on the road costs * Admin, delivery, registration and vehicle license fees",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5451156.jpg?v=2242852611
94,442,442,89995.0,2015 Peugeot 107 Urban for sale in Western Cape,www.cars.co.za/for-sale/used/2015-Peugeot-107-Urban-Western-Cape-Cape-Town/5451666/,peugeot,peugeot 107,84369.0,2015.0,silver,western cape,50.0,1.0,p,35.0,m,13.5,160.0,4.3,814.0,99.0,True,True,False,True,True,4.0,False,True,5.0,4.0,830.0,,"
-
","2014 PEUGEOT 107 URBAN, 85000KMS, CLOTH INTERIOR, MANUAL TRANSMISSION, AIRCON, AIRBAGS, POWER STEERING, CD PLAYER, IN EXCELLENT CONDITION. Trade ins Welcome, Finance Available. (Price excludes license, registration, document and delivery fees.)Wesley 0826104330 wesley@sjcars.co.za | Craig - 064 189 1964 craig@sjcars.co.za | TK 0813164460 tk@sjcars.co.za",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5451666.jpg?v=3708185997
95,443,443,89995.0,2010 Volkswagen Polo Vivo 1.4 5Dr for sale in Western Cape,www.cars.co.za/for-sale/used/2010-Volkswagen-Polo-Vivo-1.4-5Dr-Western-Cape-Wynberg/5455426/,volkswagen,volkswagen polo vivo,177914.0,2010.0,silver,western cape,55.0,1.4,p,45.0,m,12.9,171.0,6.2,,147.0,True,True,True,True,True,2.0,True,True,5.0,5.0,1049.0,,"
ABS Brakes,Air Conditioning,Airbags,Central Locking,Front Wheel Drive,Full Spare Wheel,Manual,Power Steering,Radio/CD,Trip Computer  ","Great Condition,Full service History,with Aircon, A very popular hatch back in the South African market, safe, reliable, econimical and practical. If you're in the market for a Polo look no further, this one is for you. Get down to our showroom now to view and test drive.2yr Prestige unlimited kilometre extended warranties and Finance available at all major banks. Trade ins welcome. Buy with confidence at a Blue Chip Dealer @ www.DrivingForce.biz Contact: Danny 0824254253 Kenny 083659000 Tony 0721474085 o/h 0217616757Driving Force360 Main Road, Wynberg021 761 6757www.drivingforce.bizProudly a member of the Blue Chip Group! Buy with Confidence",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5455426.jpg?v=3788496236
96,444,444,89995.0,2013 Chevrolet Sonic 1.6 Ls 5dr for sale in Western Cape,www.cars.co.za/for-sale/used/2013-Chevrolet-Sonic-1.6-Ls-5dr-Western-Cape-Tygervalley/5208003/,chevrolet,chevrolet sonic,99800.0,2013.0,silver,western cape,85.0,1.6,p,46.0,m,11.3,189.0,6.5,708.0,155.0,True,True,False,True,True,4.0,True,True,5.0,5.0,1170.0,,"
-
","Estimated monthly payment is R 1 840 over 60 months with a 10% deposit of R 9 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5208003.jpg?v=2063688401
97,445,445,89900.0,2014 Renault Sandero 900 T Dynamique Manual for sale in Western Cape,www.cars.co.za/for-sale/used/2014-Renault-Sandero-900-T-Dynamique-Manual-Western-Cape-Milnerton/5136277/,renault,renault sandero,106400.0,2014.0,silver,western cape,66.0,0.9,p,50.0,m,11.1,175.0,5.2,962.0,119.0,True,True,True,True,True,4.0,True,True,5.0,5.0,962.0,,"
-
","We are so confident in the quality of this car, we offer a 7-day/700km return policy; Vehicle features include: Last Service: 08-08-2019 on 105 797km / Auxiliary / Bluetooth / Aircon / Multi Function Steering / 15” Alloys // getWorth certified; finance available; nationwide delivery; Trade-ins welcome; price excludes service & delivery fee; please make an appointment to view.",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5136277.jpg?v=1503827272
98,446,446,94900.0,2014 Chevrolet Aveo 1.6 L 5dr for sale in Western Cape,www.cars.co.za/for-sale/used/2014-Chevrolet-Aveo-1.6-L-5dr-Western-Cape-Vredendal/5164815/,chevrolet,chevrolet aveo,75000.0,2014.0,silver,western cape,77.0,1.6,p,45.0,m,11.5,184.0,7.3,616.0,173.0,True,False,False,True,True,2.0,False,True,5.0,5.0,1090.0,,"
Radio/Cd | Powersteering , ",| Instalment: R1699 | No Deposit | 72 Months | 35% Balloon | Finance VWFS | Contact us at Vredendal Volkswagen and speak to Gerrit Nieuwoudt on 027 2132013 or 082 881 4647 feel free to also email him gerrit@vredvw.co.za or simply complete the form supplied and one of our sale team will be in contact with in due course. |,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5164815.jpg?v=2609172135
