,id,price,heading,link,make,model,odometer_km,year,colour,location,doors,fuel_consumption_lpkm,engine_power_max_kW,engine_size_l,engine_fuel_type,engine_fuel_tank_l,engine_transmission,performace_0_to_100_s,performace_speed_max_kmph,economy_fuel_consumption_lpkm,economy_fuel_range_km,economy_CO2_gpkm,safety_ABS,safety_EBD,safety_brake_assist,safety_driver_airbag,safety_passenger_airbag,safety_airbag_quantity,features_bluetooth,features_aircon,specs_doors,specs_seats,specs_kerb_weight,history_num_owners,options,description,img_link
222,222,69990.0,2008 Peugeot 207 1.4 Xr 3dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2008-Peugeot-207-1.4-Xr-3dr-Western-Cape-Cape-Town/5328537/"">
Peugeot 207 1.4 Xr 3dr </a>",Peugeot,Peugeot 207,121000.0,2008.0,silver,western cape,,,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,,,"What a beautiful little car. Very very well looked after. Full service history. Very light on fuel. Fitted with Air con, Radio CD player, E/windows, C/locking, P/steering, Abs brakes and much more. All trade ins welcome. Finance and delivery will be arranged. INTERESTED?: CONTACT US ON 021 591 3167. VISIT OUR WEBSITE AT mcmotors.co.za FOR MORE BEAUTIFUL CARS OR COME AND VIEW AT 38 VOORTREKKER ROAD, GOODWOOD",
223,223,69990.0,2005 Audi A3 2.0 Fsi Ambition for sale in Western Cape,"<a class=""vehicle-list__vehicle-name vehicle-list__vehicle-name_featured"" href=""/for-sale/used/2005-Audi-A3-2.0-Fsi-Ambition-Western-Cape-Athlone/5416039/"">
Audi A3 2.0 Fsi Ambition </a>",Audi,Audi A3,181000.0,2005.0,silver,western cape,,,110.0,2.0,p,55.0,m,,204.0,9.2,598.0,,True,True,True,True,True,4.0,False,True,3.0,5.0,1275.0,,,2005 Audi A3 2.0 fsi Manual181000 kms Very Neat Inside & OutGet In & GoCash DealAccident Free Call Raeez: 071 111 2451 Naqeeb: 084 566 4229Kay: 072 189 0401,
224,224,69995.0,2010 Ford Figo 1.4 Tdci Ambiente for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2010-Ford-Figo-1.4-Tdci-Ambiente-Western-Cape-Parow/3519190/"">
Ford Figo 1.4 Tdci Ambiente </a>",Ford,Ford Figo,154934.0,2010.0,silver,western cape,,,51.0,1.4,d,45.0,m,,163.0,5.3,849.0,139.0,True,True,False,True,True,2.0,False,True,5.0,5.0,1100.0,,,*WHOLESALE ITEM*This vehicle can be bought with cash or we can arrange a personal loan.This vehicle cannot be financed.For more information please feel free to call us on 021 591 1252 to arrange a test drive,
225,225,69995.0,2009 Hyundai i10 1.2 Gls for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2009-Hyundai-i10-1.2-Gls-Western-Cape-Kuils-River/4778907/"">
Hyundai i10 1.2 Gls </a>",Hyundai,Hyundai i10,140000.0,2009.0,silver,western cape,,,55.0,1.2,p,35.0,m,,163.0,5.6,625.0,132.0,False,False,False,False,False,,False,True,5.0,5.0,880.0,,,"Finance can be applied for any vehicle through all major banks on condition that they approve the application for finance.We would gladly accept trade ins on this vehicle!!If interested please Contact Petrus Hayes on 0727984399 or mail me at petrus@capeautocentre.co.zaplease note that this price is still slightly negotiable, if you require finance additional cost will apply for on the road costs.All prices listed on Cars.co.za Are already VAT inclusive. We work hard to make you the best deal on the vehicle you have always wanted. After all, we know how we take care of you today determines your desire to do business with us in the future.",
226,226,69995.0,2007 Daihatsu Charade Cxl A/t for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2007-Daihatsu-Charade-Cxl-At-Western-Cape-Parow/4953482/"">
Daihatsu Charade Cxl A/t </a>",Daihatsu,Daihatsu Charade,164000.0,2007.0,silver,western cape,,,,,p,,a,,,,,,False,False,False,False,False,,False,False,,,,,,Lovely small city automatic.Trade - Ins Welcome.Open to Cash Offers.,
227,227,69995.0,2012 Hyundai Atos 1.1 Gls for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2012-Hyundai-Atos-1.1-Gls-Western-Cape-Kuils-River/5160727/"">
Hyundai Atos 1.1 Gls </a>",Hyundai,Hyundai Atos,162100.0,2012.0,silver,western cape,,,45.0,1.1,p,35.0,m,,147.0,6.2,565.0,147.0,False,False,False,False,False,,False,True,5.0,4.0,797.0,,,"Finance can be applied for any vehicle through all major banks on condition that they approve the application for finance.We would gladly accept trade ins on this vehicle!!If interested please Contact Wesley Warner on 0832858802 or mail me at wesley@capeautocentre.co.zaIf you require finance additional cost will apply for on the road costs.All prices listed on Cars.co.za are already VAT inclusive. We work hard to make you the best deal on the vehicle you have always wanted. After all, we know how we take care of you today determines your desire to do business with us in the future.",
228,228,69995.0,2006 Ford Fiesta 1.6i Ambiente 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2006-Ford-Fiesta-1.6i-Ambiente-5dr-Western-Cape/5273081/"">
Ford Fiesta 1.6i Ambiente 5dr </a>",Ford,Ford Fiesta,189139.0,2006.0,black,western cape,,,74.0,1.6,p,45.0,a,,188.0,10.0,,,True,False,False,True,True,2.0,False,True,5.0,5.0,1140.0,,,"WE OFFER VEHICLE FINANCE,180 VOORTREKKER ROAD,GOODWOOD,AIRCON,POWER STEERING,CENTRAL LOCKING,CD PLAYER,WE OFFER BLACKLISTED FINANCE AS WELL,CONTACT:SAM 076 537 6229ANGELO 076 437 8861",
229,229,69995.0,2006 Ford Fiesta 1.6i Ambiente A/t 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2006-Ford-Fiesta-1.6i-Ambiente-At-5dr-Western-Cape/5273127/"">
Ford Fiesta 1.6i Ambiente A/t 5dr </a>",Ford,Ford Fiesta,162519.0,2006.0,silver,western cape,,,74.0,1.6,p,45.0,a,,188.0,10.0,,,True,False,False,True,True,2.0,False,True,5.0,5.0,1140.0,,,"WE DO VEHICLE FINANCE-180 VOORTREKKER ROAD-GOODWOOD-FULL SERVICE HISTORY,AIRCON,AIRBAGS,ELECTRIC WINDOWS,POWER STEERING,WE DO BLACKLISTED FINANCE AS WELL,CONTACT:SAM 076 537 6229ANGELO 076 437 8861",
230,230,69995.0,2007 Hyundai Getz 1.4 Hs for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2007-Hyundai-Getz-1.4-Hs-Western-Cape-Ottery/5317171/"">
Hyundai Getz 1.4 Hs </a>",Hyundai,Hyundai Getz,133472.0,2007.0,silver,western cape,,,71.0,1.4,p,45.0,m,,174.0,7.0,643.0,157.0,True,False,False,True,True,2.0,False,True,5.0,5.0,1025.0,,,"Hyundai Getz 1.4 GL high-spec (January 2003 - February 2012) 

The specs below are based on the closest match to the advertised vehicle and exclude any additional options.

For more information on this vehicle please contact the dealer.




Overview



Engine 



Performance 



Economy 



Safety 



Features 



Specifications 





Overview


Engine
1.4 Petrol


Doors
5


Transmission
Manual


Fuel Consumption (Average)
7.0l/100km


Date introduced
January 2003




Engine


Power Max
71 Kw


Power Max rpm
6000 r/min


Torque Max
125 Nm


Torque Max rpm
3200 r/min


Engine Size
1.4 l


Cylinders
4 


Fuel Type
Petrol 


Engine Position / Location
Front 


Transmission type
Manual 


Gear ratios quantity
5 


Gearshift
Manual 


Driven Wheels
Front 




Performance


0-100Kph
11.2 s


Top speed
174 Km/h




Economy


Average
7.0 l/100km


Co2
157 g/km


Fuel range
643 Km


Fuel tank capacity
45 l




Safety


ABS
✔


Driver airbag
✔


Passenger airbag
✔


Airbag quantity
2 




Features


Electric windows
✔


Power steering
✔


Central locking
Remote 


Air conditioning
✔


Cd player
✔


Front fog lights
✔


High level brake light
✔


Front tyres
175/65 R14 T 


Rear tyres
175/65 R14 T 




Specifications


Length
3825 mm


Width excl mirrors / Incl mirrors
1665 mm


Height
1495 mm


Wheelbase
2455 mm


Ground clearance
145 mm


Body shape
Hatch 


Seats quantity
5 


Doors
5 


Kerb weight
1025 Kg


Load volume capacity
315-997 l





Disclaimer: Although utmost care is taken in supplying
accurate data and images, Cars.co.za, Duoporta management,
employees or sources may not be held responsible for any
errors, omissions or any loss incurred.",
231,231,69995.0,2013 Chevrolet Spark Lite Ls 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2013-Chevrolet-Spark-Lite-Ls-5dr-Western-Cape-Kuils-River/5395201/"">
Chevrolet Spark Lite Ls 5dr </a>",Chevrolet,Chevrolet Spark,146000.0,2013.0,silver,western cape,,,49.0,1.0,p,35.0,m,,154.0,5.8,603.0,135.0,False,False,False,True,False,1.0,False,True,5.0,4.0,830.0,,,"Estimated monthly payment is R 1 430 over 60 months with a 10% deposit of R 7 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",
232,232,69995.0,2012 Nissan Micra 1.2 Visia+ 5dr (d82) for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2012-Nissan-Micra-1.2-Visia-5dr-d82-Western-Cape-Kuils-River/5395339/"">
Nissan Micra 1.2 Visia+ 5dr (d82) </a>",Nissan,Nissan Micra,172000.0,2012.0,silver,western cape,,,56.0,1.2,p,41.0,m,,166.0,5.2,789.0,124.0,True,True,True,True,True,4.0,False,True,5.0,5.0,909.0,,,CASH onlyNo finance,
233,233,69995.0,2007 Renault Clio 1.5 Dci Expression for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2007-Renault-Clio-1.5-Dci-Expression-Western-Cape-Somerset-West/5396735/"">
Renault Clio 1.5 Dci Expression </a>",Renault,Renault Clio,174800.0,2007.0,grey,western cape,,,,,d,,m,,,,,,False,False,False,False,False,,False,False,,,,,,"Helderberg Auto TradersSomerset West: Tel: 021 852 5445/7AFTER HOURS: Gasia 072 394 6967Philip 065 965 1364Ash 079 734 2870Finance can be arrangedNo Deposit requiredNo License requiredUp to 60 months to pay2 Year Motor Warranty Plan availableWe also stock Toyota, Volkswagen, BMW, Audi and much moreWe also buy cars for Cash and trade-ins welcome!Terms and Conditions applyQuality, reliability and service is our pride…Affordability is our priority",
234,234,69995.0,2008 Daihatsu Sirion 1.3i Sport A/t for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2008-Daihatsu-Sirion-1.3i-Sport-At-Western-Cape-Table-View/5418067/"">
Daihatsu Sirion 1.3i Sport A/t </a>",Daihatsu,Daihatsu Sirion,198000.0,2008.0,black,western cape,,,,,p,,a,,,,,,False,False,False,False,False,,False,False,,,,,,"2008 Daihatsu Sirion 1.3 AUTOMATIC!!This Compact yet spacious hatchback offers loads of features, to mention a few..Power SteeringCentral locking and AlarmElectric windows all round &amp; MirrorsFactory Fitted CD/RADIO/MP3A/C for the hot summer days ahead..The Sirion is a 1.3L which offers great economy without compromising on the features for comfort ... Both driver and passengers have space and comfort!Finance Options are available through all Major Banks Trade-Ins welcomeWarranty Options available Nationwide delivery options availableContact us today to schedule a personalised appointment for viewing today!!",
235,235,69995.0,2011 Hyundai Atos 1.1 Gls for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2011-Hyundai-Atos-1.1-Gls-Western-Cape-Bellville/5420543/"">
Hyundai Atos 1.1 Gls </a>",Hyundai,Hyundai Atos,155555.0,2011.0,silver,western cape,,,45.0,1.1,p,35.0,m,,147.0,6.2,565.0,147.0,False,False,False,False,False,,False,True,5.0,4.0,797.0,,,Contact Leon on 0733587501,
236,236,69995.0,2014 Chevrolet Spark Lite Ls 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2014-Chevrolet-Spark-Lite-Ls-5dr-Western-Cape-Cape-Town/5451670/"">
Chevrolet Spark Lite Ls 5dr </a>",Chevrolet,Chevrolet Spark,114621.0,2014.0,silver,western cape,,,49.0,1.0,p,35.0,m,,154.0,5.8,603.0,135.0,False,False,False,True,False,1.0,False,True,5.0,4.0,830.0,,,"2014 CHEVROLET SPARK LITE LS 5DR, 114000KMS, CLOTH INTERIOR, MANUAL TRANSMISSION, FACTORY FITTED CD PLAYER WITH AUX, ELECTRIC WINDOWS, AIRCON, AIRBAGS, POWER STEERING, REMOTE CENTRAL LOCKING. IN EXCELLENT CONDITION. Trade ins Welcome, Finance Available. (Price excludes license, registration, document and delivery fees.)Craig - 064 189 1964 craig@sjcars.co.za | TK 0813164460 tk@sjcars.co.za | Wesley 0826104330 wesley@sjcars.co.za",
237,237,69995.0,2013 TATA Indica Vista 1.4 Ini Ego for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2013-TATA-Indica-Vista-1.4-Ini-Ego-Western-Cape-Cape-Town/5451680/"">
TATA Indica Vista 1.4 Ini Ego </a>",TATA,TATA Indica,100300.0,2013.0,black,western cape,,,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,,,"2013 TATA INDICA VISTA 1.4 INI EGO, 100300KMS, CLOTH INTERIOR, MANUAL TRANSMISSION, AIRCON, AIRBAGS, CD PLAYER, CENTRAL LOCKING, POWER STEERING. IN EXCELLENT CONDITION. ****Trade ins Welcome, Finance Available.**** (Price excludes license, registration, document and delivery fees.)Craig - 064 189 1964 craig@sjcars.co.za | Wesley 0826104330 wesley@sjcars.co.za | TK 0813164460 tk@sjcars.co.za",
238,238,70000.0,2009 Opel Corsa 1.6 Sport 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2009-Opel-Corsa-1.6-Sport-5dr-Western-Cape-Wynberg/5401527/"">
Opel Corsa 1.6 Sport 5dr </a>",Opel,Opel Corsa,207600.0,2009.0,silver,western cape,,,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,,,"Good Condition, this vehicle is one of our trade in units , This vehicle will be sold as is! An affordable, safe, economical and relaible 5 door hatch back.Contact: Danny 0824254253 Kenny 0836599000 o/h 0217616757Driving Force360 Main Road, Wynberg021 761 6757www.drivingforce.bizProudly a member of the Blue Chip Group! Buy with Confidence",
239,239,74495.0,2009 Opel Corsa 1.4 Essentia 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2009-Opel-Corsa-1.4-Essentia-5dr-Western-Cape-Malmesbury/5259351/"">
Opel Corsa 1.4 Essentia 5dr </a>",Opel,Opel Corsa,120000.0,2009.0,black,western cape,,,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,,,Approved - 160 Point CheckFinance AvailableTrade Ins Welcome,
240,240,135777.0,2011 BMW 1 Series 116i 5dr (f20) for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2011-BMW-1-Series-116i-5dr-f20-Western-Cape-Cape-Town/5039602/"">
BMW 1 Series 116i 5dr (f20) </a>",BMW,BMW 1 Series,173498.0,2011.0,black,western cape,,,100.0,1.6,p,52.0,m,,210.0,5.5,946.0,125.0,True,True,True,True,True,6.0,True,True,5.0,5.0,1290.0,,,AirbagsAirconAlarmAux CD / RadioCentral lockingcloth interiorElectric mirrors Electric windowsFSH with agentsImmobilizerMags MF/Steering,
241,241,136548.0,2019 Renault Kwid 1.0 Expression 5-Door for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2019-Renault-Kwid-1.0-Expression-5-Door-Western-Cape-Cape-Town/4948190/"">
Renault Kwid 1.0 Expression 5-Door </a>",Renault,Renault Kwid,501.0,2019.0,silver,western cape,,,50.0,1.0,p,28.0,m,,152.0,4.7,596.0,112.0,False,False,False,True,False,1.0,True,True,5.0,5.0,693.0,,,"Estimated monthly payment is R 2 800 over 60 months with a 10% deposit of R 13 650
at a rate of 13% (PRIME + 3%) -
Recalculate?",
242,242,136900.0,2018 Suzuki Swift 1.2 GA for sale in Western Cape,"<a class=""vehicle-list__vehicle-name vehicle-list__vehicle-name_featured"" href=""/for-sale/used/2018-Suzuki-Swift-1.2-GA-Western-Cape-Blackheath/5366975/"">
Suzuki Swift 1.2 GA </a>",Suzuki,Suzuki Swift,15621.0,2018.0,silver,western cape,,,61.0,1.2,p,37.0,m,,170.0,4.9,755.0,116.0,True,True,True,True,True,2.0,False,True,5.0,5.0,875.0,,,"*CAPE : BLACKHEATH, 25 DYNAMO WAY - 021 907 2741*For more information on this vehicle and others we have available, please contact HARRISON or VANESSA.",
243,243,137500.0,2018 Kia Picanto 1.0 Street for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2018-Kia-Picanto-1.0-Street-Western-Cape-Kuils-River/5372609/"">
Kia Picanto 1.0 Street </a>",Kia,Kia Picanto,22000.0,2018.0,silver,western cape,,,49.0,1.0,p,35.0,m,,155.0,5.0,700.0,118.0,True,True,False,True,True,2.0,True,True,5.0,5.0,952.0,,,Balance of the factory warranty.Extension and service plan options avaialable.,
244,244,139600.0,2015 Honda Jazz 1.2 Comfort for sale in Western Cape,"<a class=""vehicle-list__vehicle-name vehicle-list__vehicle-name_featured"" href=""/for-sale/used/2015-Honda-Jazz-1.2-Comfort-Western-Cape-Goodwood/4850929/"">
Honda Jazz 1.2 Comfort </a>",Honda,Honda Jazz,76000.0,2015.0,silver,western cape,,,66.0,1.2,p,40.0,m,,175.0,5.6,714.0,135.0,True,True,True,True,True,6.0,True,True,5.0,5.0,1048.0,,,WELL LOOKED AFTER PRE-OWNED VEHICLE! Full Service HistoryVehicle Location: (Western Cape)TRADE-IN'S Welcome!NATIONWIDE Delivery!FINANCE available through all Major Banks! OPTIONAL: Extended Warranty/ Service Plan/ Competitive Comprehensive Insurance!PLEASE NOTE: The Selling Price does not include Administration Fees & License & Reg FeesINTERESTED IN THIS VEHICLE?Best Price For My Car 021 976 3399Warren Lawson 082 925 7863 | Chris Johnson 073 996 6453 | | Jacques Rhode 084 624 9074 | Charl Du Preez 084 296 0551 | Lau Fullard 074 432 8610 | Casper Badenhorst 076 951 7962,
245,245,139777.0,2013 Opel Astra 1.6t Sport 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2013-Opel-Astra-1.6t-Sport-5dr-Western-Cape-Cape-Town/5166507/"">
Opel Astra 1.6t Sport 5dr </a>",Opel,Opel Astra,162721.0,2013.0,silver,western cape,,,132.0,1.6,p,56.0,m,,221.0,6.8,824.0,159.0,True,True,True,True,True,6.0,True,True,5.0,5.0,1420.0,,,AirbagsAirconBluetoothCentral locking Electric mirrorsElectric windowsHeated SeatsImmobilizer LeatherMagspower steeringRear PDC USB,
246,246,139900.0,2014 Peugeot 208 1.6 VTi Active Auto 5-Door for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2014-Peugeot-208-1.6-VTi-Active-Auto-5-Door-Western-Cape-George/4826681/"">
Peugeot 208 1.6 VTi Active Auto 5-Door </a>",Peugeot,Peugeot 208,43000.0,2014.0,silver,western cape,,,88.0,1.6,p,50.0,a,,190.0,6.7,746.0,154.0,True,True,True,True,True,4.0,True,True,5.0,5.0,1150.0,,,1 Owner full service history vehicle.Low MILEAGEPeugeot GeorgeChris Pretorius0791689049,
247,247,139900.0,2013 Honda Jazz 1.5 Elegance for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2013-Honda-Jazz-1.5-Elegance-Western-Cape-Paarl/5107405/"">
Honda Jazz 1.5 Elegance </a>",Honda,Honda Jazz,78000.0,2013.0,silver,western cape,,,88.0,1.5,p,42.0,m,,185.0,6.4,656.0,151.0,True,True,True,True,True,6.0,False,True,5.0,5.0,1036.0,,,"This is a very well looked after vehicle.Full service history.The vehicle is also fitted with all the luxuries that you can expect from a Honda. We can arrange FINANCE, We are approved with all major banks. All we need is: * 3x Latest payslips, * Latest month bank statement, * Copy of ID, * Copy of Drivers License, * Proof of Residential address(not older than 3 months).",
248,248,139900.0,2019 Kia Picanto 1.0 Start for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2019-Kia-Picanto-1.0-Start-Western-Cape-Tygervalley/5124161/"">
Kia Picanto 1.0 Start </a>",Kia,Kia Picanto,6895.0,2019.0,metallic sparkling silver,western cape,,,49.0,1.0,p,35.0,m,,155.0,5.0,700.0,118.0,False,False,False,True,False,1.0,True,True,5.0,5.0,952.0,,,"Estimated monthly payment is R 2 860 over 60 months with a 10% deposit of R 13 990
at a rate of 13% (PRIME + 3%) -
Recalculate?",
249,249,139900.0,2019 Kia Picanto 1.0 Start for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2019-Kia-Picanto-1.0-Start-Western-Cape-Tygervalley/5124163/"">
Kia Picanto 1.0 Start </a>",Kia,Kia Picanto,501.0,2019.0,metallic sparkling silver,western cape,,,49.0,1.0,p,35.0,m,,155.0,5.0,700.0,118.0,False,False,False,True,False,1.0,True,True,5.0,5.0,952.0,,,"Estimated monthly payment is R 2 860 over 60 months with a 10% deposit of R 13 990
at a rate of 13% (PRIME + 3%) -
Recalculate?",
250,250,139900.0,2019 Kia Picanto 1.0 Start for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2019-Kia-Picanto-1.0-Start-Western-Cape-Tygervalley/5124165/"">
Kia Picanto 1.0 Start </a>",Kia,Kia Picanto,1500.0,2019.0,metallic sparkling silver,western cape,,,49.0,1.0,p,35.0,m,,155.0,5.0,700.0,118.0,False,False,False,True,False,1.0,True,True,5.0,5.0,952.0,,,"Estimated monthly payment is R 2 860 over 60 months with a 10% deposit of R 13 990
at a rate of 13% (PRIME + 3%) -
Recalculate?",
251,251,139900.0,2019 Fiat Panda 900T Easy for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2019-Fiat-Panda-900T-Easy-Western-Cape-Cape-Town/5135621/"">
Fiat Panda 900T Easy </a>",Fiat,Fiat Panda,10.0,2019.0,anthracite grey,western cape,,,63.0,0.9,p,37.0,m,,177.0,4.2,881.0,99.0,True,True,False,True,True,4.0,False,True,5.0,5.0,975.0,,,"Estimated monthly payment is R 2 860 over 60 months with a 10% deposit of R 13 990
at a rate of 13% (PRIME + 3%) -
Recalculate?",
252,252,139900.0,2019 Fiat Panda 900T Easy for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2019-Fiat-Panda-900T-Easy-Western-Cape-Cape-Town/5141131/"">
Fiat Panda 900T Easy </a>",Fiat,Fiat Panda,10.0,2019.0,active grey,western cape,,,63.0,0.9,p,37.0,m,,177.0,4.2,881.0,99.0,True,True,False,True,True,4.0,False,True,5.0,5.0,975.0,,,"Estimated monthly payment is R 2 860 over 60 months with a 10% deposit of R 13 990
at a rate of 13% (PRIME + 3%) -
Recalculate?",
253,253,139900.0,2016 Volkswagen Polo Vivo GP 1.4 Conceptline 5-Door for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2016-Volkswagen-Polo-Vivo-GP-1.4-Conceptline-5-Door-Western-Cape-Cape-Town/5187201/"">
Volkswagen Polo Vivo GP 1.4 Conceptline 5-Doo </a>",Volkswagen,Volkswagen Polo Vivo,44000.0,2016.0,silver,western cape,,,55.0,1.4,p,45.0,m,,171.0,6.2,726.0,147.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1049.0,,,"Volkswagen Polo Vivo hatch 1.4 Conceptline (March 2010 - July 2016) 

The specs below are based on the closest match to the advertised vehicle and exclude any additional options.

For more information on this vehicle please contact the dealer.




Overview



Engine 



Performance 



Economy 



Safety 



Features 



Aesthetics and Comfort 



Specifications 





Overview


Engine
1.4 Petrol


Doors
5


Transmission
Manual


Fuel Consumption (Average)
6.2l/100km


Date introduced
March 2010




Engine


Power Max
55 Kw


Power Max rpm
5000 r/min


Torque Max
132 Nm


Torque Max rpm
3600 r/min


Engine Size
1.4 l


Cylinders
4 


Fuel Type
Petrol 


Engine Position / Location
Front 


Transmission type
Manual 


Gear ratios quantity
5 


Gearshift
Manual 


Driven Wheels
Front 




Performance


0-100Kph
12.9 s


Top speed
171 Km/h




Economy


Average
6.2 l/100km


Urban
8.1 l/100km


Extra Urban
5.1 l/100km


Co2
147 g/km


Fuel range
726 Km


Fuel tank capacity
45 l




Safety


ABS
✔


EBD
✔


Driver airbag
✔


Passenger airbag
✔


Airbag quantity
2 




Features


Power steering
✔


Central locking
Remote 


Cruise control
Opt 


Air conditioning
✔


Cd player
Opt 


Bluetooth connectivity
Opt 


USB port
Opt 


Auxiliary input
Opt 


Rear fog lights
✔


High level brake light
✔


Alloy wheel
Opt 


Front tyres
175/65 R14 (opt 185/60 R14) 


Rear tyres
175/65 R14 (opt 185/60 R14) 




Aesthetics and Comfort


Cloth upholstery
✔


Leather upholstery
Opt 




Specifications


Length
3916 mm


Width excl mirrors / Incl mirrors
1650 mm


Height
1467 mm


Wheelbase
2462 mm


Ground clearance
115 mm


Body shape
Hatch 


Seats quantity
5 


Doors
5 


Kerb weight
1049 Kg


Load volume capacity
270-635 l





Disclaimer: Although utmost care is taken in supplying
accurate data and images, Cars.co.za, Duoporta management,
employees or sources may not be held responsible for any
errors, omissions or any loss incurred.",
254,254,139900.0,2016 Ford Figo 1.5 Ambiente 5-Door for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2016-Ford-Figo-1.5-Ambiente-5-Door-Western-Cape-Table-View/5273937/"">
Ford Figo 1.5 Ambiente 5-Door </a>",Ford,Ford Figo,64000.0,2016.0,grey,western cape,,,82.0,1.5,p,42.0,m,,175.0,5.9,712.0,141.0,True,False,False,True,True,2.0,True,True,5.0,5.0,1070.0,,,"Thank you for viewing this vehicle.THORP, the family dealership you can trust.We offer nationwide deliveries.All trade ins welcome.Finance available.All our vehicles are subject to a 114 point quality check.",
255,255,139900.0,2019 Renault Kwid 1.0 Dynamique 5-Door Auto for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2019-Renault-Kwid-1.0-Dynamique-5-Door-Auto-Western-Cape-Milnerton/5275733/"">
Renault Kwid 1.0 Dynamique 5-Door Auto </a>",Renault,Renault Kwid,1277.0,2019.0,silver,western cape,,,50.0,1.0,p,28.0,a,,152.0,4.4,636.0,104.0,False,False,False,True,False,1.0,True,True,5.0,5.0,698.0,,,"Estimated monthly payment is R 2 860 over 60 months with a 10% deposit of R 13 990
at a rate of 13% (PRIME + 3%) -
Recalculate?",
256,256,139900.0,2016 Volkswagen Polo Vivo 1.4 Trendline 5Dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2016-Volkswagen-Polo-Vivo-1.4-Trendline-5Dr-Western-Cape-Strand/5310661/"">
Volkswagen Polo Vivo 1.4 Trendline 5Dr </a>",Volkswagen,Volkswagen Polo Vivo,78545.0,2016.0,silver,western cape,,,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,,,"Estimated monthly payment is R 2 860 over 60 months with a 10% deposit of R 13 990
at a rate of 13% (PRIME + 3%) -
Recalculate?",
257,257,139900.0,2009 Audi A3 1.4 Tfsi Sportback Attraction for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2009-Audi-A3-1.4-Tfsi-Sportback-Attraction-Western-Cape-Claremont/5326523/"">
Audi A3 1.4 Tfsi Sportback Attraction </a>",Audi,Audi A3,113000.0,2009.0,ice silver with apol,western cape,,,92.0,1.4,p,55.0,m,,203.0,6.0,917.0,143.0,True,True,True,True,True,4.0,True,True,5.0,5.0,1285.0,,,,
